E. Schneider & Company Inc	277 Dearborn street	Chicago	IL
E. Sondheimer Company	1410 Tennessee Trust building	Memphis	TN
E. Van Winkle Gin and Machine Works		Atlanta	GA
Eagle and Phenix Mills		Columbus	GA
Eagle Cotton Mills Company		Madison	IN
Eagle Iron Works		Des Moines	IA
Eagle Lock Company		Terryville	CT
Earl & Wilson	33 East Seventeenth street	New York	NY
East Tennessee Coal Company	313 Union avenue West	Knoxville	TN
Eastman Gardiner & Company		Laurel	MS
Eastman Kodak Company		Rochester	NY
Easton & Burnham Machine Company		Pawtucket	RI
Eaton-Huribut Paper Company		Pittsfield	MA
Eberhard Faber	545 Pearl street	New York	NY
Eckfeldt & Ackley	51 Lawrence street	Newark	NJ
Eclipse Machine Company		Elmira	NY
Edson Manufacturing Company	255-257 Atlantic avenue	Boston	MA
Edward Miller & Company		Meriden	CT
Edward Smith & Company	45 Broadway	New York	NY
Edwin Harrington Son & Company Inc	Fifteenth street and Pennsylvania avenue	Philadelphia	PA
Electric Boat Company	Pine street	New York	NY
Electric Wheel Company		Quincy	IL
Electro-Chemical Engraving Company	450 Nineteenth street	Brooklyn	NY
Elgin Butter Tub Company	119 North State street	Elgin	IL
Elgin Packing Company		Elgin	IL
Elgin Silver Plate Company		Elgin	IL
Eli Lilly & Company		Indianapolis	IN
Eliaha K. Kane		Kushequa	PA
Elk Tanning Company	329 Main street	Ridgway	PA
Elkhart Carriage and Harness Manufacturing Company		Elkhart	IN
Elliott-Fisher Company	329 Broadway	New York	NY
Elmira Knitting Mills		Elmira	NY
Elmwood Mills	Dexter and Daboll streets	Providence	RI
Ely & Walker Dry Goods Company	800 to 816 Washington avenue	St Louis	MO
Emerson Drug Company	308 West Lombard street	Baltimore	MD
Emerson Manufacturing Company		Rockford	IL
Emerson Piano Company	120 Boylston street	Boston	MA
Emerson Smith & Company Ltd		Beaver Falls	PA
Emil Weissbrod & Sons		Greenfield	MA
Empire Brass Works		East Stroudsburg	PA
Empire Rubber Manufacturing Company		Trenton	NJ
Endicott-Johnson Company	66 Lincoln street	Boston	MA
England Walton & Company Inc	Third and Vine streets	Philadelphia	PA
Ensign Bickford & Company		Simsbury	CT
Enterprise Lumber Company	504-506 Prudential building	Atlanta	GA
Enterprise Manufacturing Company		Augusta	GA
Epping-Carpenter Company	Forty-first street	Pittsburg	PA
Equitable Meter Company	439 to 449 Water street	Pittsburg	PA
Equitable Powder Manufacturing Company		St Louis	MO
Erie Car Works		Erie	PA
Erie City Iron Works		Erie	PA
Erie Malleable Iron Company	corner Cherry and Twelfth streets	Erie	PA
Ernst Wiener Company	66-68 Broad street	New York	NY
Estabrook-Anderson Shoe Company	57 Lincoln street	Boston	MA
Estate of J. G. Hetzel	67 Main street	Newark	NJ
Estate of William S. Doig	54-56 Franklin street	Brooklyn	NY
Eugene E. Nice	272 South Second street	Philadelphia	PA
Eureka Refrigerator Company		Indianapolis	IN
Evansville Furniture Company		Evansville	IN
Evening Wisconsin Company	366-370 Milwaukee street	Milwaukee	WI
Evens & Howard Fire Brick Company	920 Market street	St Louis	MO
Everett Mills	24 Milk street	Boston	MA
Excelsior Wrapper Company		Sheboygan	WI
Export Association	17 Battery place	New York	NY
Exposition Cotton Mills		Atlanta	GA
F. C. Huyck & Sons		Rensselaer	NY
F. C. Nunemacher	436 West Main street	Louisville	KY
F. E. Atteaux & Company Incorporated	174-176 Purchase street	Boston	MA
F. E. Kohler & Company	1006 East Tuscarawas street	Canton	OH
F. E. Myers & Bro.		Ashland	OH
F. E. Reed Company		Worcester	MA
F. H. Koretke Brass and Manufacturing Company Ltd	922-924 Magazine street 	New Orleans	LA
F. H. Logeman Chair Manufacturing Company	2000 North Main street	St Louis	MO
F. L. & J. C. Codman	K and First streets	South Boston	MA
F. M. Hoyt Shoe Company		Manchester	NH
F. M. West Box Company		Springfield	MA
F. Mayer Boot and Shoe Company	330 East Water street	Milwaukee	WI
F. S. Webster Company	332 Congress street	Boston	MA
F. WV & F. Carlisle		Saginaw	MI
F. WV Bird & Son		East Walpole	MA
F. X. Ganter	Leadenhall and Stockholm streets	Baltimore	MD
Fairbanks Morse & Company	Franklin and Monroe streets	Chicago	IL
Falulah Paper Company	229 Main street	Fitchburg	MA
Farr Alpaca Company		Holyoke	MA
Farrand Organ Company	Twelfth street	Detroit	MI
Farrar & Trefts	60 Perry street	Buffalo	NY
Farwell Ozmun Kirk & Company		St Paul	MN
Faunce & Spinney	53 Blake street	Lynn	MA
Fayette R. Plumb Inc	Frankford	Philadelphia	PA
Federal Glass Company	Innis avenue	Columbus	OH
Feige Desk Company	2061 Genesee avenue	Saginaw	MI
Fellows & Company		Troy	NY
Fels & Company	Seventy-third street and Woodland avenue	Philadelphia	PA
Felton Sibley & Company	140 North Fourth street	Philadelphia	PA
Ferd. Haak		Davenport	IA
Ferguson Bros. Manufacturing Company	Eighth and Jackson streets	Hoboken	NJ
Ferguson-McKinney Dry Goods Company	Washington avenue and Twelfth street	St Louis	MO
Ferracute Machine Company		Bridgeton	NJ
Fiebrich Fox Hilker Shoe Company	West and Garfield streets	Racine	WI
Field Force Pump Company		Elmira	NY
Findeisen & Kropf Manufacturing Company	Twenty-first and Rockwell streets	Chicago	IL
Firth & Foster Company	York Emerald and Adams streets	Philadelphia	PA
Firth-Sterling Steel Company	Demmler Station	McKeesport	PA
Fiske Brothers Refining Company	13-15 Old Slip	New York	NY
Fletcher Manufacturing Company	47 Charles street	Providence	RI
Flint & Walling Manufacturing Company		Kendallville	IN
Florence Pump and Lumber Company		Memphis	TN
Florence Wagon Works		Florence	AL
Foley & Williams Manufacturing Company	46 Jackson boulevard	Chicago	IL
Folwell Bro. & Company Incorporated	625 Chestnut street	Philadelphia	PA
Foos Manufacturing Company		Springfield	OH
Foot Schulze & Company		St Paul	MN
Forbes Lithograph Manufacturing Company	185 Summer street	Boston	MA
Ford Morocco Company	136 Summer street	Boston	MA
Fort Miller Pulp and Paper Company		Fort Miller	NY
Fort Wayne Electric Works Inc		Fort Wayne	IN
Foster Bros. Manufacturing Company		Utica	NY
Foster Engineering Company	109 Monroe street	Newark	NJ
Foster Rubber Company	370 Atlantic avenue	Boston	MA
Foster-Lotbman Mills		Oshkosh	WI
Fox River Paper Company		Appleton	WI
Francis Beidler & Co	West Twenty-second and Loomis streets	Chicago	IL
Francis H. Leggett & Company	West Broadway	New York	NY
Frank Howard Manufacturing Company		Atchison	KS
Frank P. Heid & Company Inc	Thirteenth and Wood streets	Philadelphia	PA
Frank Prox Company	205 North Ninth street	Terre Haute	IN
Franklin H. Kalbfleisch Company	31 Union Square	New York	NY
Franklin Mills Company		Lockport	NY
Franklin Stone Company		Marble Cliff	OH
Franklm Hudson Publishing Company	1014 Wyandotte street	Kansas City	MO
Fred Rueping Leather Company		Fond du Lac	WI
Fred. F. Field Company	Emerson avenue	Brockton	MA
Frederick Stearns & Company		Detroit	MI
Freiberg & Workum	216 East Front street	Cincinnati	OH
Frick Company		Waynesboro	PA
Fuller & Rice Lumber and Manufacturing Company		Grand Rapids	MI
Fuller & Warren Company	River and Monroe streets	Troy	NY
Fuller Buggy Company		Jackson	MI
Fulton Bag and Cotton Mills	236 Spring street	New York	NY
Fulton Engine Works		Los Angeles	CA
Fulton Iron Works	Second and Carr streets	St Louis	MO
G & J Tire Company	549 East Georgia street	Indianapolis	IN
G. & H. Barnett Company	1078 Frank-ford avenue	Philadelphia	PA
G. A. Duerler Manufacturing Company		San Antonio	TX
G. B. Rommel		Pittston	PA
G. H. Tilton & Son		Tilton	NH
G. P. Crafts		Manchester	NH
G. WV Alexander & Company		Reading	PA
Gaar Scott & Company		Richmond	IN
Gager Lime and Manufacturing Company		Chattanooga	TN
Gale Manufacturing Company		Albion	MI
Gale Shoe Manufacturing Company		Haverhill	MA
Galland Brothers	101 Wooster street	New York	NY
Galloway Coal Company		Memphis	TN
Gardner & Lacey Lumber Company		Georgetown	SC
Gas Engine and Power Company and Charles L. Seabury & Company	Consolidated	Morris Heights	NY
Gendron Wheel Company		Toledo	OH
General Electric Company		Schenectady	NY
General Fire Extinguisher Company	Union Trust building	Providence	RI
Geo. C. Mansfield Company		Johnson Creek	WI
Geo. D. Emery Company	11 Broadway	Chelsea	MA
Geo. D. Mayo Machine Company		Laconia	NH
Geo. E. Keith Company	Campello	Brockton	MA
Geo. G. Snow Company	102 Lincoln street	Brockton	MA
Geo. H. Fuller & Son Company	151 Exchange street	Pawtucket	RI
Geo. H. Stahl	114 Sixth avenue South	Quincy	IL
Geo. Laub's Sons	1051-1069 Clinton street	Buffalo	NY
Geo. P. Ide & Company		Troy	NY
George A. Haws	73 Pine street	New York	NY
George A. Kent Company		Binghamton	NY
George A. Whiting		Menasha	WI
George C. Hetsel Company		Chester	PA
George D. Barnard & Company	Vandeventer and Laclede avenues	St Louis	MO
George D. Whitcomb Company	86 East Ohio street	Chicago	IL
George Frost Company	551 Tremont street	Boston	MA
George G. Page Box Company		Cambridge	MA
George H. Bishop & Company		Lawrenceburg	IN
George H. Buchanan Company	420 Sansom street	Philadelphia	PA
George H. Friend Paper and Tablet Company		West Carrollton	OH
George M. Newhall Engineering Company Ltd	136 South Fourth street	Philadelphia	PA
George P. Bent	211 Wabash avenue	Chicago	IL
George V. Cresson Company	Allegheny avenue	Philadelphia	PA
German-American Button Company		Rochester	NY
Germer Stove Company		Erie	PA
Gerstendorfer Brothers	231-235 East Forty-second street	New York	NY
Geuder & Paeschke Manufacturing Company	Fifteenth street and St Paul avenue	Milwaukee	WI
Gilbert Paper Company		Menasha	WI
Gill Brothers Company		Steubenville	OH
Gillette Safety Razor Company	41 West First street	Boston	MA
Gillie Engine and Machine Company	Tonawapda street	Tonawanda	NY
Gillinder & Sons Incorporated	135 Oxford street	Philadelphia	PA
Girard Lumber Company	7 State street	Menominee	MI
Gisholt Machine Company		Madison	WI
Gladding McBean & Company	New Montgomery and Mission streets	San Francisco	CA
Glasgow Iron Company		Pottstown	PA
Gleason-Tiebout Glass Company	99 Commercial street	Brooklyn	NY
Glenn-Lowry Manufacturing Company		Whitmire	SC
Globe Iron Works	corner Main and Commerce streets	Stockton	CA
Globe Knitting Mills		Norristown	PA
Globe Woolen Company		Utica	NY
Goldens' Foundry and Machine Company		Columbus	GA
Golding Manf'g Company	183 Fort Hill square	Boston	MA
Goodell Company		Antrim	NH
Goodell-Pratt Company		Greenfield	MA
Goodspeed Machine Company		Winchendon	MA
Gordon & Ferguson Inc	Gordon square	St Paul	MN
Gordon Battery Company	439 East One Hundred and Forty-fourth street	New York	NY
Gorham Manufacturing Company	Fifth avenue and Thirty-sixth street	New York	NY
Gottfried Krueger Brewing Company	75 Belmont avenue	Newark	NJ
Gould & Eberhardt	New Jersey Railroad avenue	Newark	NJ
Gould Coupler Company	I West Thirty-fourth street	New York	NY
Gould Manufacturing Company		Oshkosh	WI
Graf-Morsbach Company		Cincinnati	OH
Granby Mining and Smelting Company		St Louis	MO
Grand Crossing Tack Company	Grand Crossing	Chicago	IL
Grand Rapids Brass Company		Grand Rapids	MI
Grand Rapids Brush Company		Grand Rapids	MI
Grand Rapids Engraving Company	Commerce street and Weathly avenue	Grand Rapids	MI
Grand Rapids Hand Screw Company	South Ionia and Bartlett streets	Grand Rapids	MI
Grand Rapids Refrigerator Company		Grand Rapids	MI
Grand Rapids Show Case Company		Grand Rapids	MI
Granite Mills		Fall River	MA
Graniteville Manufacturing Company		Augusta	GA
Gray & Dudley Hardware Company	221-225 Second avenue North and 222-226 Third avenue North	Nashville	TN
Grays Harbor Commercial Company	237 California street	San Francisco	CA
Great Lakes Engineering Works		Detroit	MI
Greeley Printery of St Louis	618-622 North Second street	St Louis	MO
Greenpoint Metallic Bed Company	226 Franklin street	Brooklyn	NY
Green’s Car Wheel Manufacturing Company	3018 North Broadway	St Louis	MO
Grieb Rubber Company Inc	531 Market street	Philadelphia	PA
Griggs Cooper & Company		St Paul	MN
Groebe-McGovern Company	78-81 Clinton street	Newark	NJ
Guild & Garrison	463 Kent avenue	Brooklyn	NY
Gullett Gin Company		Amite	LA
Gurney Refrigerator Company		Fond’ du Lac	WI
H-O (Hornby's Oatmeal) Company		Buffalo	NY
H. A. Moyer	Wolf and Park streets	Syracuse	NY
H. B. Underwood & Company	1025 Hamilton street	Philadelphia	PA
H. B. Wiggin’s Sons Company		Bloomfield	NJ
H. Belfield & Company	435 North Broad street	Philadelphia	PA
H. Bickford & Company		Lakeport	NH
H. Brinfon Company	213-217 Race street	Philadelphia	PA
H. C. Cole Milling Company		Chester	IL
H. C. Curtis & Company	421-425 River street	Troy	NY
H. D. Williams Cooperage Company		Poplar Bluff	MO
H. E. Bradford & Company		Bennington	VT
H. E. Holmes & Company	738 Folsom street	San Francisco	CA
H. F. Brammer Manufacturing Company		Davenport	IA
H. F. Watson Company		Erie	PA
H. H. Babcock Company		Watertown	NY
H. H. Franklin Manufacturing Company	400 South Geddes street	Syracuse	NY
H. Herrmann Lumber and Furniture Company	254 Canal street	New York	NY
H. J. Armstrong & Company	302 Dearborn street	Chicago	IL
H. J. Heinz Company		Pittsburg	PA
H. K. Porter	6 Ashland street	Everett	MA
H. K. Porter Company	541 Wood street	Pittsburg	PA
H. L. Hildreth	45 Batterymarch street	Boston	MA
H. Mueller Manufacturing Company	512 West Cerro Gordo street	Decatur	IL
H. O. Wilbur & Sons	235 North Third street	Philadelphia	PA
H. Rosenblatt & Sons		Beloit	WI
H. Schultz & Company	6 East Superior street	Chicago	IL
H. Stevens' Sons Company		Macon	GA
H. T. Hayward		Franklin	MA
H. WV Butterworth & Sons Company	York and Cedar streets	Philadelphia	PA
Haines Jones & Cadbury Company	1130-1144 Ridge avenue	Philadelphia	PA
Hale Company	15 Stone street	New York	NY
Hall & Brown Wood Working Machine Company	1915 North Broadway	St Louis	MO
Hall & Carpenter	518-520 Race street	Philadelphia	PA
Hall & Ruckel	215 Washington street	New York	NY
Hall Hartwell & Company		Troy	NY
Hall Steam Pump Company		Allegheny	PA
Hall's Safe Company	Spring Grove avenue	Cincinnati	OH
Hamburg Cordovan Leather Works	119 Sussex avenue	Newark	NJ
Hamburger Cotton Mills		Columbus	GA
Hamilton & Hamilton Jr.	7 Eddy street	Providence	RI
Hamilton Manufacturing Company	70 Kilby street	Boston	MA
Hamilton Rubber Manufacturing Company		Trenton	NJ
Hamilton Woolen Company	18 Post Office square	Boston	MA
Hammermill Paper Company		Erie	PA
Hammill & Gillespie	240 Front street	New York	NY
Hammond Lumber Company	304 Hayward building	San Francisco	CA
Hampshire Paper Company		South Hadley Falls	MA
Hanan & Son	Bridge and Front streets	Brooklyn	NY
Hapgood Plow Company	102 Henry street	Alton	IL
Harbison-Walker Refractories Company	Farmers' Bank building	Pittsburg	PA
Hardie-Tynes Manufacturing Company		Birmingham	AL
Hargadine McKittrick Dry Goods Company	911 Washington avenue	St Louis	MO
Harrington & Richardson Arms Company Inc		Worcester	MA
Harris Wolff	92 Centre street	New York	NY
Harrisburg Manufacturing and Boiler Company	Nineteenth and Derry streets	Harrisburg	PA
Harrisburg Shoe Manufacturing Company	1402 Vernon street	Harrisburg	PA
Harrison & Gore Silk Company		Newburgh	NY
Harrison & Smith Company	624-628 Fourth street South	Minneapolis	MN
Harrison Safety Boiler Works	Seventeenth street below Allegheny avenue	Philadelphia	PA
Harrow Spring Company		Kalamazoo	MI
Hart & Murphy	Eighth and Jackson streets	St Paul	MN
Hart Mirror Plate Company		Grand Rapids	MI
Hartmann Brothers Manufacturing Company	428 West Lincoln avenue	Mount Vernon	NY
Hartwell Brothers Inc		Chicago Heights	IL
Hassett & Hodge		Amesbury	MA
Haviland Shade Roller Company	307 West Broadway	New York	NY
Hawes Von Gal Company Inc		Danbury	CT
Hazard Manufacturing Company	81 East Ross street	Wilkes-Barre	PA
Hazel-Atlas Glass Company		Wheeling	WV
Hazen B. Goodrich & Company		Haverhill	MA
Headley & Farmer Company		Newark	NJ
Heath & Milligan Manufacturing Company	170 Randolph street	Chicago	IL
Heine Safety Boiler Company	421 Olive street	St Louis	MO
Heintz Brothers	64 South Division street	Buffalo	NY
Heller Brothers Company	879 Mount Prospect avenue	Newark	NJ
Helmers Bettmann & Company	1100-1108 Sycamore street	Cincinnati	OH
Helvetia Milk Condensing Company		Highland	IL
Henderson Cotton Mills		Henderson	AL
Hendricks Brothers	49 Cliff street	New York	NY
Hennessey & Thomson	998 Western avenue	Lynn	MA
Henry Altemus Company	513 Cherry street	Philadelphia	PA
Henry Disston & Sons Inc		Philadelphia	PA
Henry Gaus & Sons Manufacturing Company	2100 North Main street	St Louis	MO
Henry Heide	corner Hudson and Vandam streets	New York	NY
Henry Holmes		Troy	NY
Henry Lang Company	Seventeenth avenue Boyd and Lillie streets	Newark	NJ
Henry Likly & Company		Rochester	NY
Henry Vogt Machine Company		Louisville	KY
Henry Weinhagen	22 North William street	New York	NY
Herman A. Meta	122 Hudson street	New York	NY
Herman Behr & Company	75 Beekman street	New York	NY
Hermann Oak Leather Company	4056 North Main street	St Louis	MO
Hero Fruit Jar Company	Gaul and Adams streets	Philadelphia	PA
Heroy & Marrenner	2276 Lumber street	Chicago	IL
Herring-Hall-Marvin Safe Company	400 Broadway	New York	NY
Herron Pump and Foundry Company	808-838 Boyce street	Chattanooga	TN
Hersey Manufacturing Company	314 West Second street	South Boston	MA
Hervey E. Guptill		Haverhill	MA
Hess Goldsmith & Company	53 Greene street	New York	NY
Heywood Manufacturing Company	420 North Third street	Minneapolis	MN
Hie Michigan Barrel Company		Grand Rapids	MI
Hildreth Varnish Company	32 Broadway	New York	NY
Hilgartner Marble Company	Sharp and Ostend streets	Baltimore	MD
Hill Publishing Company	505 Pearl street	New York	NY
Hilliard & Tabor	262 Winter street	Haverhill	MA
Himmelberger-Harrison Lumber Company		Morehouse	MO
Hodell Furniture Company		Shelbyville	IN
Hodgman Rubber Company	806 Broadway	New York	NY
Hoffman Brothers Company	800 West Main street	Fort Wayne	IN
Hoffman-Ahlers Company Inc	828-830 East Pearl street	Cincinnati	OH
Hoffmann & Billings Manufacturing Company	100 Second street	Milwaukee	WI
Holbrook Merrill & Stetson	221 Market St.	San Francisco	CA
Hollingsworth & Vose Company	141 Milk street	Boston	MA
Hollister Amos & Company	61 Blackhawk street	Oshkosh	WI
Holmes & Blanchard Company	33 Washington street North	Boston	MA
Holt-Granite Manufacturing Company		Haw River	NC
Holyoke Steam Boiler Works Inc		Holyoke	MA
Hood Rubber Company	99 Bedford street	Boston	MA
Hope Webbing Company		Providence	RI
Horlick’s Malted Milk Company		Racine	WI
Houchin & Huber	35-45 Fifty-third street	Brooklyn	NY
Howard & Morse	45 Fulton street	New York	NY
Howland Croft Sons & Company		Camden	NJ
Hubbard & Eldredge Company	West street	Rochester	NY
Hugh McLean Lumber Company	940 Elk street	Buffalo	NY
Hughes Manufacturing Company	1430 South Alameda street	Los Angeles	CA
Hundley Dry Goods Company	202 North Fourth street	St Joseph	MO
Hunter Arms Company		Fulton	NY
Huntley Manufacturing Company		Silver Creek	NY
Hussey-Binns Shovel Company	541 Wood street	Pittsburgh	PA
Hutchens & Potter		Johnstown	NY
Hutchings-Votey Organ Company	corner Albany and Pacific streets	Cambridge 	MA
Hygeia Distilled Water Company	349 We9t Twelfth street	New York	NY
Hylo Lamp Company	Rowland and State streets	Detroit	MI
I. B. Williams & Sons		Dover	NH
I. M. Darnell & Son Company		Memphis	TN
I. P. Morris Company	Beach and Ball streets	Philadelphia	PA
Illinois Brick Company	138 Washington street	Chicago	IL
Illinois Glass Company		Alton	IL
Illinois Malleable Iron Company	30 West Monroe street	Chicago	IL
Illinois Match Company		Joliet	IL
Illinois Steel Company	The Rookery	Chicago	IL
Illinois Watch Company	North Grand avenue	Springfield	IL
Illinois-Pacific Glass Company	10 Main street	San Francisco	CA
Ilsley Doubleday & Company	229-231 Front street	New York	NY
Indeliba Manufacturing Company	45 Exchange street	Rochester	NY
Ingersoll-Rand Company	11 Broadway	New York	NY
Inland Steel Company	First National Bank building	Chicago	IL
Inman-Poulsen Lumber Company		Portland	OR
Innis Pearce & Company		Rushville	IN
Interlaken Mills	Butler Exchange	Providence	RI
International Cutlery Company		Fremont	OH
International Harvester Company of America	7 Monroe street	Chicago	IL
International Paper Company	30 Broad street	New York	NY
International Shirt and Collar Company	20 River street	Troy	NY
International Silver Company		Meriden	CT
International Sprinkler Company	517 Arch street	Philadelphia	PA
International Stock Food Company		Minneapolis	MN
Iowa Dairy Separator Company		Waterloo	IA
Iron City Tool Works Limited	Thirty-second and Smallman streets	Pittsburg	PA
Irving & Casson	150 Boylston street	Boston	MA
Isaac A. Sheppard & Company	1801 North Fourth street	Philadelphia	PA
Isaac Prouty & Company Inc	27 Lincoln street	Boston	MA
Island Paper Company		Menasha	WI
Ivers & Pond Piano Company	114 Boylston street	Boston	MA
Ivins Dietz & Metzger Company	1220 Market street	Philadelphia	PA
J. & P. Coats Ltd		Pawtucket	RI
J. & T. Cousins	373 De Kalb avenue	Brooklyn	NY
J. A. Bel Lumber Company Ltd		Lake Charles	LA
J. A. Fay & Egan Company		Cincinnati	OH
J. Allen Smith & Company Inc		Knoxville	TN
J. B. Colt Company	21 Barclay street	New York	NY
J. B. Wise		Watertown	NY
J. C. Blair Company		Huntingdon	PA
J. C. Pushee & Sons	3 Randolph street	Boston	MA
J. D. Connell Iron Works Company	120j South Peters street	New Orleans	LA
J. E. Lonergan & Company	211 Race street	Philadelphia	PA
J. E. Patterson & Company	151 North Pennsylvania avenue	Wilkes-Barre	PA
J. E. Tilt Shoe Company	17 Huron street	Chicago	IL
J. Eavenson & Sons Inc	Delaware avenue and Penn street	Camden	NJ
J. F. Dietz & Company	309 West Third street	Cincinnati	OH
J. G. Brill Company		Philadelphia	PA
J. G. Hoffmann & Sons Company		Wheeling	WV
J. H. Duker Box Company	1401 Canton avenue	Baltimore	MD
J. H. Lane & Company	Worth street	New York	NY
J. H. Michener & Company	956 North Front street	Philadelphia	PA
J. H. Winchell & Company Incorporated		Haverhill	MA
J. I. Case Plow Works		Racine	WI
J. I. Case Threshing Machine Company		Racine	WI
J. L. Clark		Oshkosh	WI
J. L. Stifel & Sons		Wheeling	WV
J. L. Strassel	503-505 Third street	Louisville	KY
J. M. Card Lumber Company	East End	Chattanooga	TN
J. M. Jones' Sons		Watervliet	NY
J. M. Kohler Sons Company		Sheboygan	WI
J. N. Struck & Bro. Inc		Louisville	KY
J. P. Eustis Manufacturing Company	92 North street	Boston	MA
J. P. Paulson	Fifteenth and Wynkoop streets	Denver	CO
J. R. Johnson & Company		Richmond	VA
J. S. McDonald Company	601 Irving Park boulevard	Chicago	IL
J. S. Moyer & Company		Bethlehem	PA
J. S. Schofield's Sons Company		Macon	GA
J. Shepherd Clark Company	126 Liberty street	New York	NY
J. Stevens Arms and Tool Company		Chicopee Falls	MA
J. Thompson & Sons Manufacturing Company		Beloit	WI
J. Wiss & Sons Company	15 Littleton avenue	Newark	NJ
J. Wood & Brothers Company		Conshohocken	PA
J. WV Miller Company		Freeport	IL
J. WV Paxson Company	1021 North Delaware avenue	Philadelphia	PA
Jacob K. Altemus	2824 North Fourth street	Philadelphia	PA
Jacob Ruppert	1639 Third avenue	New York	NY
Jamea Cunningham Son & Company		Rochester	NY
James & Graham Wagon Company		Memphis	TN
James Barker	Sixth and Cayuga streets	Philadelphia	PA
James L. Howard & Company		Hartford	CT
James Lees & Sons Company		Bridgeport	PA
James Leffel & Company		Springfield	OH
James McKay Company Inc	508 Germania Bank building	Pittsburg	PA
James McKinney & Son	925 Broadway	Albany	NY
James Rees & Sons Company		Pittsburg	PA
James S. Gary & Son	Calvert and Fayette streets	Baltimore	MD
Jamestown Lounge Company		Jamestown	NY
Jarecki Manufacturing Company		Erie	PA
Jas. Clark Jr. & Company	313 West Main street	Louisville	KY
Jas. G. Wilson Manufacturing Company	3 West Twenty-ninth street	New York	NY
Jewell Belting Company		Hartford	CT
Jno. Williams Inc	556 West Twenty-seventh street	New York	NY
John A. Frye Shoe Company		Marlboro	MA
John B. Adt	332-342 North Holiday street	Baltimore	MD
John Blood & Company	701 Somerset street	Philadelphia	PA
John Brennan & Company Inc	Twenty-fourth street	Detroit	MI
John Bromley & Sons	Lehigh avenue	Philadelphia	PA
John E. Thropp's Sons Company		Trenton	NJ
John F. Wilcox		1030 Marshall street	NE
John Gund Brewing Company		La Crosse	WI
John H. Cross	244 Broad street	Lynn	MA
John H. Graham & Company	113 Chambers street	New York	NY
John Kelly Inc	307 State street	Rochester	NY
John L. Whiting & Son Company	690 to 710 Harrison avenue	Boston	MA
John Loyd Company	5^8 Water street	New York	NY
John Lucas & Company	322 to 330 Race street	Philadelphia	PA
John Mehl & Company	128 Webster avenue	Jersey City	NJ
John Mohr & Sons	32 Illinois street	Chicago	IL
John Reilly Inc	40 Avenue C	Newark	NJ
John Robertson & Company	127 Water street	Brooklyn	NY
John Royle & Sons		Paterson	NJ
John S. Fray & Company		Bridgeport	CT
John S. Loomis Company	Baltic Butler and Nevins streets	Brooklyn	NY
John S. Oram	Coe and Hamilton streets	Cleveland	OH
John Schaber	305 Spring street	Cleveland	OH
John Simmons Company	Centre street	New York	NY
John Sommer's Son	355 Central avenue	Newark	NJ
John T. Bailey & Company	South Water and Tasker streets	Philadelphia	PA
John T. Moore Planting Company Ltd		Schriever	LA
John Trageser Steam Copper Works	447 West Twenty-sixth street	New York	NY
John Waldron Company		New Brunswick	NJ
John Wiederhold & Company	334 South Centre Street	Schenectady	NY
John Williams Manufacturing Company	Twelfth and Carpenter streets	Philadelphia	PA
John WV Russ Company		Haverhill	MA
John Wyeth & Brother Inc	South Eleventh street	Philadelphia	PA
Johnson & Johnson		New Brunswick	NJ
Johnston & Murphy	42-54 Lincoln street	Newark	NJ
Jonas & Naumburg	7 Washington place	New York	NY
Jones & Lamson Machine Company		Springfield	VT
Jones & Laughlin Steel Company		Pittsburg	PA
Jones of Binghamton		Binghamton	NY
Jos. McWilliams & Company	323 West Main street	Louisville	KY
Jos. WV Moon Buggy Company	Main and Douglass streets	St Louis	MO
Joseph Bancroft & Sons Company	Rockford	Wilmington	DE
Joseph Campbell Company	32 North Front street	Camden	NJ
Joseph Dixon Crucible Company		Jersey City	NJ
Joseph H. Bromley	Lehigh avenue and Lawrence street	Philadelphia	PA
Joseph Knittel Show Case Company	319-339 North Third street	Quincy	IL
Joseph Schlitz Brewing Company		Milwaukee	WI
Joshua Hendy Machine Works	38 Fremont street	San Francisco	CA
Josiah Anstice & Company	220 Water street	Rochester	NY
Joslin Manufacturing Company	Hartford avenue	Providence	RI
Julius Bien & Company	140 Sixth avenue	New York	NY
Julius Kayser & Company	524-528 Broadway	New York	NY
Kabo Corset Company	696 Broadway 	New York	NY
Kaestner & Company Inc	241 Jefferson street	Chicago	IL
Kalamazoo Knitting Company	Fourth and Fowler streets	Milwaukee	WI
Kalamazoo Paper Company		Kalamazoo	MI
Kalamazoo Stove Company		Kalamazoo	MI
Kaukauna Fibre Company		Kaukauna	WI
Kaul Lumber Company		Birmingham	AL
Keasbey & Mattison Company		Ambler	PA
Kelley Mails & Company Inc	Lake street bridge	Chicago	IL
Kellogg Switchboard and Supply Company	225 South Green street	Chicago	IL
Kelly Axe Manufacturing Company		Charleston	WV
Kelly Foundry and Machine Company		Goshen	IN
Kelsey Heating Company	341 West Fayette street	Syracuse	NY
Kemp & Burpee Manufacturing Company	1117 West Fayette street	Syracuse	NY
Kentucky Refining Company	2001-2033 Shelby street	Louisville	KY
Kentucky Wagon Manufacturing Company		Louisville	KY
Kerr Murray Manufacturing Company		Fort Wayne	IN
Kertscher & Company	13 Lawrence street	New York	NY
Ketteriinus Lithographic Manufacturing Company	Fourth and Arch streets	Philadelphia	PA
Keuffel & Easer Company	127 Fulton street	New York	NY
