French & Hecht 		Davenport	IA
Frick Company		Waynesboro	PA
Frictionless Metal Company	1103 Chestnut street	Chattanooga	TN
Friesleben & Armstrong	124 White  street	New York	NY
Frisbie & Stansfield Knitting Company	65 Broad street	Utica	NY
Frontier Iron Works	42 Letchworth street	Buffalo	NY
Frost-Johnson Lumber Company	Wright building	St Louis	MO
Frye & Company	Ninth avenue South	Seattle	WA
Fuhs & Lovin	14 West Eighteenth  street	New York	NY
Fuller & Warren Company	River and Monroe streets	Troy	NY
Fulton Bag and Cotton Mills		Atlanta	GA
Fulton Engine Works 	 Alhambra avenue	Los Angeles	CA
Fulton Rubber Type Company	130-142 Fulton street	Elizabeth	NJ
G. & H. Barnett Company (Black Diamond File Works)	1078 Frank-ford avenue	Philadelphia	PA
G. A. Duerler Manufacturing Company		San Antonio	TX
G. Cramer Dry Plate Company	Shenandoah and Lemp avenues	St Louis	MO
G. Levor & Company		Gloversville	NY
G. S. Roth & Son Company	113-119 Fourth avenue	New York	NY
G. W. Seifried	115 West Fifth street	Cincinnati	OH
Galloway Terra Cotta Company	Walnut and Thirty-second streets	Philadelphia	PA
Gardiner & Harris	153-159 Roebling street	Brooklyn	NY
Gas Engine and Power Company Consolidated		Morris Heights	NY
Gate City Cotton Mills	1209-1210 Fourth National Bank building	Atlanta	GA
Gendron Wheel Company		Toledo	OH
General Acoustic Company  	Rockaway road and Beaufort street	Jamaica	NY
General Baking Company	30 Church  street	New York	NY
General Cement Products Company	30 Church  street	New York	NY
General Chemical Company	25 Broad  street	New York	NY
General Electric Company		Schenectady	NY
General Fire Extinguisher Company	275 West Exchange street	Providence	RI
General Gas Light Company		Kalamazoo	MI
General Motors Export Company		Detroit	MI
General Roofing Manufacturing Company		East St Louis	IL
Geo. H. Fuller & Son Company	151 Exchange street	Pawtucket	RI
Geo. Laub's Sons	1051-1069 Clinton street	Buffalo	NY
George A. Fuller Company	111  Broadway	New York	NY
George A. Whiting Paper Company		Menasha	WI
George Craig & Sons	1301 Morris building	Philadelphia	PA
George D. Whitcomb Company	Rochelle	Ogle county	IL
George E. Belcher Last Company	Capen and Pleasant streets	Stoughton	MA
George E. Keith Company	Campello station	Brockton	MA
George E. Stocking		Rochelle	IL
George F. Shevlin Manufacturing Company		Saratoga Springs	NY
George Frost Company	551 Tremont street	Boston	MA
George G. Fetter Company	410-414 West Main street	Louisville	KY
George G. Page Box Company	1-13 Hampshire street	Cambridge	MA
George H. Bishop & Company		Lawrenceburg	IN
George H. Buchanan Company	420 Sansom street	Philadelphia	PA
George H. Cahoone Company	7 Beverly street	Providence	RI
George H. Ellis Company	272 Congress street	Boston	MA
George H. Holmes Company	185 Eddy street	Providence	RI
George Lawley & Sons Corporation		Neponset	MA
George Lueders & Company	218 Pearl  street	New York	NY
George M. Eddy & Company	351 Classon avenue	Brooklyn	NY
George Mabbett & Sons Company	Water and Chilton streets	Plymouth	MA
George P. Bent Company	214 South Wabash avenue	Chicago	IL
George P. Ide & Company	529 River street	Troy	NY
George S. Cox & Brother Inc	Cambria and Ormes streets	Philadelphia	PA
George Stratford Oakum Company	160 Cornelison avenue	Jersey City	NJ
George W. Van Slyke & Horton	471 Broadway	Albany	NY
George W. Wiedenmayer Inc		Newark	NJ
Georgia Railway and Power Company	Electric and Gas building	Atlanta	GA
German Artistic Weaving Company	141-145 West Thirty-sixth  street	New York	NY
German-American Button Company		Rochester	NY
German-American Portland Cement Works		La Salle	IL
Germer Stove Company	Sixteenth and Parade streets	Erie	PA
Gerstendorfer Bros.	231-235 East Forty-second  street	New York	NY
Geuder  Paeschke & Frey Company	St Paul avenue and Fifteenth street	Milwaukee	WI
Gibby Foundry Company	98 Condor street	East Boston	MA
Gilbert Paper Company		Menasha	WI
Gill Brothers Company	Seventh street and Franklin avenue	Steubenville	OH
Gillette Safety Razor Company	47 West First street	Boston	MA
Gillinder & Sons  Incorporated	135 Oxford street	Philadelphia	PA
Ginn & Company	29 Beacon street	Boston	MA
Gisholt Machine Company	1315 East Washington avenue	Madison	WI
Gladding McBean & Company	310 Crocker building	San Francisco	CA
Glamorgan Pipe and Foundry Company		Lynchburg	VA
Glasgow Iron Company		Pottstown	PA
Gleason-Tiebout Glass Company	99 Commercial street	Brooklyn	NY
Glenn-Lowry Manufacturing Company		Whitmire	SC
Glenshaw Glass Company Inc	Butler plank road	Glenshaw	PA
Globe Knitting Mills (Rambo & Re'gar Inc)		Norristown	PA
Globe Woolen Company	119-143 Court street	Utica	NY
Goldens' Foundry and Machine Company		Columbus	GA
Golding Manufacturing Company		Franklin	MA
Good Pine Lumber Company		Good Pine	LA
Goodell Company		Antrim	NH
Goodman Manufacturing Company	Forty-eighth place and Halsted street	Chicago	IL
Goodyear's India Rubber Glove Manufacturing Company		Naugatuck	CT
Gordon & Ferguson Inc	Gordon square	St Paul	MN
Gottfried Krueger Brewing Company	75 Belmont avenue	Newark	NJ
Gould & Eberhardt	97 New Jersey Railroad avenue	Newark	NJ
Gould Coupler Company	30 East Forty-second  street	New York	NY
Graham Nut Company	1317-1319 West Carson street	Pittsburg	PA
Graham-McDougall Silk Company Inc	121-123 East Twenty-fourth  street	New York	NY
Grainger & Company Inc	119-141 North Tenth street	Louisville	KY
Grand Crossing Tack Company	Grand Crossing	Chicago	IL
Grand Rapids Railway Company		Grand Rapids	MI
Grand Rapids Show Case Company	 Canal, Ottawa and Coldbrook streets	Grand Rapids	MI
Grander Stove Company		Royersford	PA
Grant Brothers Construction Company	619-621 Security building	Los Angeles	CA
Grant Marble Company	Twenty-seventh and Canal streets	Milwaukee	WI
Grant Yarn Company		Fitchburg	MA
Graphic Arts Company	179 Halbert street	Buffalo	NY
Graton & Knight Manufacturing Company	98 Bloomingdale road	Worcester	MA
Great Lakes Construction Company	1117 Chamber of Commerce building	Buffalo	NY
Great Lakes Engineering Works		Detroit	MI
Great Southern Lumber Company		Bogalusa	LA
Green's Car Wheel Manufacturing Company	3018 North Broadway	St Louis	MO
Greenpoint Metallic Bed Company	226 Franklin street	Brooklyn	NY
Greenstein Clothing Company	841-843  Broadway	New York	NY
Griffen H. Deeves Lumber Company	Railway Exchange	Chicago	IL
Griffin Wheel Company	McCormack building	Chicago	IL
Guild & Garrison	463 Kent avenue	Brooklyn	NY
Gulf Lumber Company	Third National Bank building	St Louis	MO
Gullett Gin Company		Amite	LA
Gurney Electric Elevator Company		Honesdale	PA
Gurney Heater Manufacturing Company	188 Franklin street	Boston	MA
Gurney Refrigerator Company		Fond du Lac	WI
H. & L. Chase Bag Company	18 North Main street	St Louis	MO
H. A. Kirby	85 Sprague street	Providence	RI
H. A. Metz & Company	122 Hudson  street	New York	NY
H. A. Romberger	336-340 Bourse building	Philadelphia	PA
H. B. Hardenburg & Company	58-60 Centre  street	New York	NY
H. B. Rosenthal & Company	707-709  Broadway	New York	NY
H. B. Smith Machine Company		Smithville	NJ
H. B. Wiggin's Sons Company	near Walsessing avenue depot	Bloomfield	NJ
H. Barker 8c Company	202 Chamber of Commerce building	Boston	MA
H. Berger & Company	3-5 West Eighteenth  street	New York	NY
H. Brinton Company	213-217 Race street	Philadelphia	PA
H. C. Cohn & Company	212-218 Andrews street	Rochester	NY
H. C. Cole Milling Company		Chester	IL
H. C. White Company		North Bennington	VT
H. D. Dougherty & Company	Seventeenth street and Indiana avenue	Philadelphia	PA
H. D. Foss & Company Inc	112 Canal street	Boston	MA
H. D. Williams Cooperage Company		Leslie	AR
H. E. Bradford & Company		Bennington	VT
H. F. Brammer Manufacturing Company	1441 Rockingham road	Davenport	IA
H. F. Watson Company		Erie	PA
H. G. Vogel Company	12 Walker  street	New York	NY
H. H. Babcock Company		Watertown	NY
H. H. Homfeck & Son	8-14 West Thirty-eighth  street	New York	NY
H. H. Mayhew Company		Shelburne Falls	MA
H. Herrmann Lumber Company	258 Canal  street	New York	NY
H. J. Heinz Company		Pittsburg	PA
H. Jaeckel & Sons	16-20 West Thirty-second  street	New York	NY
H. K. Porter Company	Union Bank building	Pittsburg	PA
H. L. Hildreth Company	Franklin and Batterymarch streets	Boston	MA
H. L. Judd Company	87 Chambers  street	New York	NY
H. Mueller Manufacturing Company	458 West Cerro Gordo street	Decatur	IL
H. O. Wilbur & Sons Inc 	Third, New and Bread streets	Philadelphia	PA
H. Raphael Company	643 South Main street	Los Angeles	CA
H. Schultz & Company	517-531 West Superior street	Chicago	IL
H. Stevens' Sons Company		Macon	GA
H. T. Hayward	Mason's Crossing	Franklin	MA
H. T. Paiste & Company	Thirty-second and Arch streets	Philadelphia	PA
H. W. Butterworth & Sons Company	York and Cedar streets	Philadelphia	PA
H. W. Johns-Manville Company	Madison avenue and Forty-first  street	New York	NY
Haines  Jones & Cadbury Company	1136 Ridge avenue	Philadelphia	PA
Hale & Kilbum Company	30 Church  street	New York	NY
Hall & Brown Wood Working Machine Company	1915 North Broadway	St Louis	MO
Hall & Ruckel	215 Washington  street	New York	NY
Hall Hartwell & Company		Troy	NY
Hall Printing Press Company	North avenue	Dunellen	NJ
Hall Steam Pump Company		Pittsburg	PA
Hallet & Davis Piano Company	146 Boylston street	Boston	MA
Hamilton  Brown Shoe Company	Twelfth street and Washington avenue	St Louis	MO
Hamilton & Hamilton Jr.	7 Eddy street	Providence	RI
Hamilton Manufacturing Company		Two Rivers	WI
Hamilton Manufacturing Company	201 Devonshire street	Boston	MA
Hamilton Rubber Manufacturing Company		Trenton	NJ
Hamilton Woolen Company	131 State street	Boston	MA
Hammermill Paper Company		Erie	PA
Hammill & Gillespie	240-242 Front  street	New York	NY
Hammond Lumber Company	260 California street	San Francisco	CA
Hampden Glazed Paper and Card Company		Holyoke	MA
Hampshire Paper Company		South Hadley Falls	MA
Hanan & Son	Front, Bridge and Water stfeets	Brooklyn	NY
Hannahs Manufacturing Company		Kenosha	WI
Harbison & Gathright	709 West Main street	Louisville	KY
Harbison-Walker Refractories Company	Farmers' Bank building	Pittsburg	PA
Hardie-Tynes Manufacturing Company	Twenty-eighth street and Eighth avenue	Birmingham	AL
Hardman Peck & Company	433 Fifth Avenue	New York	NY
Hardwick & Magee Company	1220 Market street	Philadelphia	PA
Hardwood Manufacturing Company	101-115 Third avenue South	Minneapolis	MN
Hargadine  McKittrick Dry Goods Company	911 Washington avenue	St Louis	MO
Harlan & Hollingsworth Corporation		Wilmington	DE
Harmony Mills	70 Kilby street	Boston	MA
Harrington & Richardson Arms Company	320 Park avenue	Worcester	MA
Harris Wolff	5'8-534 West Twenty-sixth  street	New York	NY
Harrisburg Foundry and Machine Works	Seventh and Seneca streets	Harrisburg	PA
Harrisburg Shoe Manufacturing Company	1408 Vernon street	Harrisburg	PA
Harrison & Smith Company	620-62C Fourth street South	Minneapolis	MN
Harrison Safety Boiler Works	Seventeenth street below Allegheny avenue	Philadelphia	PA
Harron  Rickard & McCone	139 Townsend street	San Francisco	CA
Harsh & Edmonds Shoe Company	694 Hanover street	Milwaukee	WI
Hart & Murphy	455-457 Jackson street	St Paul	MN
Hart Grain Weigher Company  	Eaton, Hancock and Water streets	Peoria	IL
Hart Manufacturing Company	103 Allyn street	Hartford	CT
Hartford Carpet Corporation	Madison avenue building	New York	NY
Hartwell Brothers Inc		Chicago Heights	IL
Harvey Hubbell Inc	State and Bostwick avenues	Bridgeport	CT
Havell Manufacturing Company	284-286 Washington street	Newark	NJ
Haviland Shade Roller Company	407 Broome  street	New York	NY
Hayes Manufacturing Company	480 Maybury Grand avenue	Detroit	MI
Hays Manufacturing Company	Twelfth and Liberty streets	Erie	PA
Hazard Manufacturing Company	81 East Ross street	Wilkes-Barre	PA
Hazel-Atlas Glass Company	Market and Sixteenth streets	Wheeling	WV
Heffernan Engine Works	108 Railroad avenue South	Seattle	WA
Heidelberg Wolff & Company	644 Broadway	New York	NY
Heineman Chemical Company		Olean	NY
Heintz Brothers	86 Ellicott street 	Buffalo	NY
Heller Brothers Company	Mount Prospect and Verona avenues	Newark	NJ
Helmers Bettmann & Company	1100-1108 Sycamore street	Cincinnati	OH
Helmholz Mitten Company		Cudahy	WI
Hemingray Glass Company	Second street and Madison avenue	Covington	KY
Hendrie & Bolthoff Manufacturing and Supply Company	1635 Seventeenth street	Denver	CO
Henry & S. G. Lindeman	Fifth avenue and One Hundred and Forty-second  street	New York	NY
Henry Altemus Company	513 Cherry street 	Philadelphia	PA
Henry Bower Chemical Manufacturing Company	Gray's Ferry road and Twenty-ninth street	Philadelphia	PA
Henry Cowell Lime and Cement Company	9 Main street	San Francisco	CA
Henry Disston & Sons Inc		Philadelphia	PA
Henry Doherty Silk Company		Paterson	NJ
Henry Heide	313-321 Hudson  street	New York	NY
Henry Holmes & Son		Troy	NY
Henry Lang Company 	 Seventeenth avenue	Newark	NJ
Henry Likly & Company	330-340 Lyell avenue	Rochester	NY
Henry Lindenmeyr & Sons	32-36 Bleecker  street	New York	NY
Henry R. Miller Company	South Fourth street	Reading	PA
Henry Shenk Company		Erie	PA
Henry Vogt Machine Company	Tenth street and Ormsby avenue	Louisville	KY
Henry Wray & Son Inc	195 Mill street	Rochester	NY
Heppenstall Forge and Knife Company	Forty-seventh and Hatfield streets	Pittsburg	PA
Hercules Buggy Company		Evansville	IN
Herman Behr & Company	75 Beekman  street	New York	NY
Hermann Oak Leather Company	4056 North Main street	St Louis	MO
Herring-Hall-Marvin Safe Company	400 Broadway	New York	NY
Herschell-Spillman Company	162-198 Sweeney street	North Tonawanda	NY
Hervey E. Guptill		Haverhill	MA
Herzog Art Furniture Company	1909 South Michigan avenue	Saginaw	MI
Hess & Hopkins Leather Company		Rockford	IL
Hess Goldsmith & Company	239 Fourth avenue	New York	NY
Hewes & Potter	65 Bedford street	Boston	MA
Heyl & Patterson Inc	51 Water street	Pittsburg	PA
Highland Worsted Mills	Ninth and State streets	Camden	NJ
Hildreth Varnish Company	90 West  street	New York	NY;
Hilgartner Marble Company	Sharp and Ostend streets	Baltimore	MD
Hill Publishing Company	505 Pearl  street	New York	NY
Himmelberger-Harrison Lumber Company		Cape Girardeau	MO
Hitchings & Company		Elizabeth	NJ
Hoag & Walden Inc	159 Commercial street	Lynn	MA
Hoboken Paper Mills Company	Eighth and Adams streets	Hoboken	NJ
Hodgman Rubber Company	806  Broadway	New York	NY
Hoffman Brothers Company	800 West Main street	Fort Wayne	IN
Hoffmann & Billings Manufacturing Company	100 Second street	Milwaukee	WI
Holbrook  Merrill & Stetson  	Sixth, Townsend and Bluxome streets	San Francisco	CA
Holbrook Raw Hide Company	748 North Main street	Providence	RI
Holeproof Hosiery Company	Fourth and Fowler streets	Milwaukee	WI
Hollingsworth & Vose Company	141 Milk street	Boston	MA
Holophane Company	Newark Trust building	Newark	OH
Holyoke Card and Paper Company		Springfield	MA
Holyoke Plush Company	89 Franklin street	Boston	MA
Hood Rubber Company		Watertown	MA
Hooper Sons Manufacturing Company	Juniper and Cherry streets	Philadelphia	PA
Hoopes & Townsend Company	1330 Buttonwood street	Philadelphia	PA
Hope Webbing Company		Providence	RI
Horace Waters & Company	134 Fifth avenue	New York	NY
Horlick's Malted Milk Company		Racine	WI
Hornthal  Benjamin & Riem	22-26 East Fourteenth  street	New York	NY
Houchin-Aiken Company	113-123 Fifty-third street	Brooklyn	NY
Howard & Bullough American Machine Company Ltd		Pawtucket	RI
Howard & Morse	45 Fulton  street	New York	NY
Howard Brothers Manufacturing Company	44 Vine street	Worcester	MA
Howe Scale Company		Boston	MA
Howes Brothers Company	321 Summer street	Boston	MA
Howland Croft	Sons & Co-	Camden	NJ
Hoyt Metal Company	700 Merchants-Laclede building	St Louis	MO
Hubbard  Eldredge & Miller	Lyell and Dewey avenues	Rochester	NY
Hubbard & Company	Sixty-second and Butler streets	Pittsburg	PA
Hudson Motor Car Company		Detroit	MI
Hugh McLean Lumber Company	940 Elk street	Buffalo	NY
Hull Grummond & Company		Binghamton	NY
Hummel & Downing Company	Cambridge and Thomas avenues	Milwaukee	WI
Hunt-Rankin Leather Company	106 Beach street	Boston	MA
Hunt-Spiller Manufacturing Corporation	383 Dorchester avenue	South Boston	MA
Huntley Manufacturing Company	10-35 Mechanic street	Silver Creek	NY
Hupp Motor Car Company	1300 Jefferson avenue	Detroit	MI
Hussey-Binns Shovel Company	223 Fourth avenue	Pittsburg	PA
Hyatt Roller Bearing Company	427 Middlesex street	Harrison	NJ
Hydraulic Power Company		Niagara Falls	NY
Hydraulic Pressed Brick Company	Central National Bank building	St Louis	MO
Hydraulic Pressed Steel Company	3152 East Sixty-first street	Cleveland	OH
Hygienic Fleeced Underwear Company	2415 Howard street	Philadelphia	PA
I. B. Williams & Sons		Dover	NH
I. Lewis Cigar Manufacturing Company	400 Bank street	Newark	NJ
Ice and Cold Machine Company	3003 North Broadway	St Louis	MO
Illinois Glass Company		Alton	IL
Illinois Malleable Iron Company	1801-1825 Diversey parkway	Chicago	IL
Illinois Steel Company	72 West Adams street	Chicago	IL
Illinois Watch Company 	North Grand avenue	Springfield	IL
Ilsley Doubleday & Company	229-231 Front street	New York	NY
Imperial Automobile Company	207-209 East Washington street	Jackson	MI
Imperial-Campbell Wall Paper Manufacturers Companies		Glens Falls	NY
Independent Bridge Company  	Beaver avenue and Reedsdale street	Pittsburg	PA
Independent Foundry Company	Twenty-second and York streets	Portland	OR
Indiana Box Company		Elwood	IN
Indiana Lighting Company	2 Rector  street	New York	NY
Ingalls & Company		Castleton	NY
Ingram-Richardson Manufacturing Company		Beaver Falls	PA
Inland Steel Company		Indiana Harbor	IN
Inland Steel Company	First National Bank building	Chicago	IL
Inman-Poulsen Lumber Company		Portland	OR
Innis Pearce & Company		Rushville	IN
Innovation Electric Company Inc	585-589 Hudson  street	New York	NY
Interlaken Mills	341 Butler Exchange	Providence	RI
International Acheson Graphite Company		Niagara Falls	NY
International Agricultural Corporation	165  Broadway	New York	NY
International Creosoting and Construction Company	2205 Strand street	Galveston	TX
International Cutlery Company	Sandusky and State streets	Fremont	OH
International Harvester Company of America	606 South Michigan avenue	Chicago	IL
International Machine Tool Company	1124 West Twenty-first street	Indianapolis	IN
International Paper Company	30 Broad  street	New York	NY
International Silver Company		Meriden	CT
International Steam Pump Company	115  Broadway	New York	NY
International Stock Food Company		Minneapolis	MN
Interstate Iron and Steel Company	38 South Dearborn street	Chicago	IL
Interwoven Mills		New Brunswick	NJ
Iowa Dairy Separator Company		Waterloo	IA
Ipswich Mills	201 Devonshire street	Boston	MA
Iron City Sanitary Manufacturing Company	1514 Oliver building	Pittsburg	PA
Iron City Tool Works Ltd	Thirty-second street and Pennsylvania railroad	Pittsburg	PA
Irons & Russell Company	95 Chestnut street	Providence	RI
Iroquois Iron Company	136 South La Salle street	Chicago	IL
Irving & Casson	150 Boylston street	Boston	MA
Irving-Pitt Manufacturing Company	405-419 East Eighth street	Kansas City	MO
Isaac A. Sheppard & Company	Third and Berks streets	Philadelphia	PA
Isaac H. Blanchard Company	418 West Twenty-fifth  street	New York	NY
Isaac Prouty & Company Inc		Spencer	MA
Isaac Winkler & Brother	804 First National Bank building	Cincinnati	OH
Island Paper Company		Menasha	WI
Ivers & Pond Piano Company	114 Boylston street	Boston	MA
J. & C. Fischer	417 West Twenty-eighth  street	New York	NY
J. & P. Coats (Rhode Island)	Incorporated	Pawtucket	RI
J. & T. Cousins	373 DeKalb avenue	Brooklyn	NY
J. A. Fay & Egan Company		Cincinnati	OH
J. A. Heale & Company	96 John  street	New York	NY
J. Allen Smith & Company Inc		Knoxville	TN
J. B. McCoy & Son	114-120 West Thirtieth  street	New York	NY
J. B. Wise Inc		Watertown	NY
J. C. Blair Company		Huntingdon	PA
J. C. Pushee & Sons	3-11 Randolph street	Boston	MA
J. E. Baker Company	114 North George street	York	PA
J. E. Patterson & Company	77 North Franklin street	Wilkes-Barre	PA
J. Eavenson & Sons Inc	Delaware avenue and Penn street	Camden	NJ
J. Edwards & Company	606-612 Cherry street	Philadelphia	PA
J. F. Dietz & Company	309 West Third avenue	Cincinnati	OH
J. G. Hoffmann & Sons Company	Main and Twenty-fourth streets	Wheeling	W.
J. G. White & Company Inc	43-49 Exchange place	New yOrk	NY
J. H. Duker Box Company	Aliceanna and Eden streets	Baltimore	MD
J. H. Herbst & Company	24-26 West Twenty-fifth  street	New York	NY
J. H. Lane & Company	334 Fourth avenue	New York	NY
J. H. Winchell & Company	Incorporated	Haverhill	MA
J. Hungerford Smith Company	410-420 North Goodman street	Rochester	NY
J. I. Case Plow Works		Racine	WI
J. I. Case Threshing Machine Company		Racine	WI
J. J. Grover's Sons	78 Buffum street	Lynn	MA
J. K. Orr Shoe Company		Atlanta	GA
J. L. Stifel & Sons		Wheeling	WV
J. L. Walker & Company		Lynn	MA
J. M. Card Lumber Company	East End	Chattanooga	TN
J. M. Kohler Sons Company		Sheboygan	WI
J. P. Eustis Manufacturing Company	12-16 Ames street	Cambridge	MA
J. R. Keim & Company (Shackamaxon Mills)	153-179 West Allegheny avenue	Philadelphia	PA
J. R. Palmenberg's Sons	710  Broadway	New York	NY
J. Rummell Company  	Pennington, Dawson and Johnson streets	Newark	NJ
J. S. Mundy	22 Prospect street	Newark	NJ
J. S. Schofield's Sons Company		Macon	GA
J. S. Stearns Lumber Company	Odanah	Ashland county	WI
J. Shepherd Clark Company	126 Liberty  street	New York	NY
J. Stevens Arms and Tool Company		Chicopee Falls	MA
J. W. Clement Company	80 Exchange street	Buffalo	NY
J. W. Franks & Sons	100 Fulton street	Peoria	IL
J. Wiss & Sons Company	15-33 Littleton avenue	Newark	NJ
Jackson Automobile Company		Jackson	MI
Jackson Cushion Spring Company		Jackson	MI
Jacob Brothers Company	539 West Thirty-ninth  street	New York	NY
Jacob Dold Packing Company	745 William street	Buffalo	NY
Jacob Doll & Sons Inc	98-116 Southern boulevard	New York	NY
Jacob Ruppert	1639 Third avenue	New York	NY
Jacobson Machine Manufacturing Company		Warren	PA
James A. Banister Company	185-187 Washington street	Newark	NJ
James Boyd & Brother Inc	Twenty-fifth and Wharton streets	Philadelphia	PA
James Cunningham Son & Company		Rochester	NY
James G. Heggie	Maple and Jackson streets	Joliet	IL
James Graham & Company	293 Wooster street	New Haven	CT
James Jones Company	201 Leroy street	Los Angeles	CA
James L. Howard & Company	438 Asylum street	Hartford	CT
James Lees & Sons Company		Bridgeport	PA
James McKay Company	Second National Bank building	Pittsburg	PA
James McKinney & Son	927 Broadway	Albany	NY
James Rees & Sons Company		Pittsburg	PA
James S. Gary & Son 	Calvert and Fayette streets	Baltimore	MD
James S. Gilbert	200 Fifth avenue	New york	NY
James S. Kirk & Company	106 East Michigan street	Chicago	IL
Jamestown Lounge Company		Jamestown	NY
Jamestown Table Company		Jamestown	NY
Jamestown Worsted Mills	331 Harrison street	Jamestown	NY
Jantz & Leist Electric Company	York street and Western avenue	Cincinnati	OH
Japanese Tissue Mills	12 Crescent street	Holyoke	MA
Jarecki Manufacturing Company	East Ninth street	Erie	PA
Jas. G. Wilson Manufacturing Company	3 West Twenty-ninth  street	New York	NY
Jellico Coal Mining Company		Knoxville	TN
Jenckes Spinning Company	181 Weeden street	Pawtucket	RI
Jenkins Manufacturing  Company	Farrand street	Bloomfield	NJ
Jno. Williams Inc	556 West Twenty-seventh  street	New York	NY
John .Mohr & Sons	349-359 West Illinois street	Chicago	IL
John A. Frye Shoe Company		Marlboro	MA
John A. Roebling's Sons Company of New York	117-121 Liberty  street	New York	NY
John B. Adt Company	332-342 North Holliday street	Baltimore	MD
John Blood & Company	701 Somerset street	Philadelphia	PA
John Boyle & Company Inc	112-114 Duane street	New York	NY
John Brennan & Company	62 Toledo avenue	Detroit	MI
John Bromley & Sons	Lehigh avenue	Philadelphia	PA
John Chatillon & Sons	85-93 Cliff  street	New York	NY
John F. Wilcox Company	1030 Marshall street	Minneapolis	MN
John Gund Brewing Company		La Crosse	WI
John H. Cross Company	244 Broad street	Cambridge	MA
John H. Graham & Company	113 Chambers  street	New York	NY
John Hand & Sons Inc		Paterson	NJ
John Kam Malting Company	377 Genesee street	Buffalo	NY
John Kelly Inc	Saratoga avenue	Rochester	NY
John L. Gaumer Company	Twenty-second and Wood streets	Philadelphia	PA
John Lucas & Company	322 Race street	Philadelphia	PA
John Mehl & Company	128 Webster avenue	Jersey City	NJ
John P. Pettyjohn & Company		Lynchburg	VA
John Patterson & Company	10 East Thirty-third  street	New York	NY
John Pell & Son Inc	Herman and Tichenor streets	Newark	NJ
John R. Evans & Company	419 Arch street	Philadelphia	PA
John Reilly Company	40 Avenue C	Newark	NJ
John Robertson & Company	133 Water street	Brooklyn	NY
John Royle & Sons	Straight and Essex streets	Paterson	NJ
John S. Fray & Company		Bridgeport	CT
John S. Loomis Company  	Butler, Baltic and Nevins streets	Brooklyn	NY
John S. Oram	Fifty-third street and Hamilton avenue	Cleveland	OH
John Simmons Company	102-110 Centre  street	New York	NY
John Sommer Faucet Company	355 Central avenue	Newark	NJ
John Strange Paper Company		Menasha	WI
John T. Mauran Manufacturing Company	61 Peck street	Providence	RI
John Trageser Steam Copper Works	447 West 26th Street	New York	NY
John Waldron Company		New Brunswick	NJ
John Wiederhold St Company	334 South Centre street	Schenectady	NY
John Wood Manufacturing Company		Conshohocken	PA
Johnson & Johnson		New Brunswick	NJ
Johnson Brothers Shoe Manufacturing Company		Hallowell	ME
Johnson Cowdin & Company	128 Fifth avenue	New York	NY
Johnson Foundry and Machine Works	1009-1013 North Main street	Los Angeles	CA
Jonas & Naum burg	7 Washington place	New York	NY
Jones & Kuhlke		Akron	OH
Jones of Binghamton		Binghamton	NY
Joseph Bancroft & Sons Company	Rockford	Wilmington	DE
Joseph Black & Sons Company	West Market street	York	PA
Joseph Campbell Company	32 North Front street	Camden	NJ
Joseph D. Swoyer & Company	Mariner and Merchant building	Philadelphia	PA
Joseph Dixon Crucible Company		Jersey City	NJ
Joseph E. Fletcher	151 Waterman street	Providence	RI
Joseph Oat & Sons	232 Quarry street	Philadelphia	PA
Joseph Schlitz Brewing Company	Third and Galena streets	Milwaukee	WI
Joseph T. Pearson	Kensington and East Boston avenues	Philadelphia	PA
Joseph T. Ryerson 8c Son	2558 West Sixteenth street	Chicago	IL
Josiah Anstice & Company	220 North Water street	Rochester	NY
Joslin Manufacturing Company	Hartford avenue	Providence	RI
Jphnston & Murphy	42-54 Lincoln street	Newark	NJ
Julius Brandes Manufacturing Company	Marshall and Dakota streets	Paterson	NJ
Julius King Optical Company	10-12 Maiden lane	New York	NY
Kahn-Beck Company	600 Aliso street	Los Angeles	CA
Kalamazoo Stove Company	Rochester avenue	Kalamazoo	MI
Kansas City Packing Box Company	Adams street and Kansas avenue	Kansas City	KS
Kaufman & Oberleder	24 West Twenty-fifth  street	New York	NY
Kaye & Einstein Inc	38-40 West Thirty-second  street	New York	NY
Keasbey & Mattison Company		Ambler	PA
Kee Lox Manufacturing Company	Kee Lox place	Rochester	NY
Kellogg Switchboard and Supply Company	225 South Green street	Chicago	IL
Kelly Axe Manufacturing Company		Charleston	WV
Kelsey Heating Company	215 Rosenbloom building	Syracuse	NY
Kent Mill Company	10 Rapelyea street	Brooklyn	NY
Kentucky Lithographing Company	600 East Main street	Louisville	KY
Kentucky Wagon Manufacturing Company	Third and K streets	Louisville	KY
Kerite Insulated Wire and Cable Company	30 Church  street	New York	NY
Kertscher & Company Inc		Elmira	NY
Ketterlinus Lithographic Manufacturing Company	Fourth and Arch streets	Philadelphia	PA
Keuffel & Esser Company	127 Fulton  street	New York	NY
Keystone Driller Company		Beaver Falls	PA
Keystone Leather Company	327 Arch street	Philadelphia	PA
Keystone National Powder Company	Emporium	Cameron county	PA
Keystone Roofing Manufacturing Company	Ridge avenue and Northern Central railway	York	PA
Keystone Steel and Wire Company		Peoria	IL
Khalizog Silk Company	91 Fifth avenue	New York	NY
Kier Fire Brick Company	Oliver building	Pittsburg	PA
